DataNo;Date;Time;Millisecond;Urms-1;Urms-2;Urms-3;Urms-SIGMA;Irms-1;Irms-2;Irms-3;Irms-SIGMA;P-1;P-2;P-3;P-SIGMA;FreqU-1;FreqI-1;Q-1;Q-2;Q-3;Q-SIGMA;S-1;S-2;S-3;S-SIGMA;PF-1;PF-2;PF-3;PF-SIGMA;Uthd-1;Uthd-2;Uthd-3;Ithd-1;Ithd-2;Ithd-3;CfU-1;CfU-2;CfU-3;CfI-1;CfI-2;CfI-3;Idc-1;Idc-2;Idc-3;I(k)-1-Total;I(k)-2-Total;I(k)-3-Total;U(k)-1-Total;U(k)-2-Total;U(k)-3-Total;U(k)-1-500
601;2025/08/20;13:59:47;738;246,419 ;246,353 ;246,233 ;246,335 ;0,28480E+03;0,28689E+03;0,29103E+03;0,28757E+03;35,806E+03;36,472E+03;36,915E+03;109,193E+03;57,026 ;57,042 ;60,358E+03;60,538E+03;61,422E+03;182,317E+03;70,179E+03;70,675E+03;71,661E+03;212,516E+03;0,51021 ;0,51604 ;0,51513 ;0,51381 ;39,601 ;39,559 ;39,703 ;16,821 ;16,536 ;16,761 ;1,592 ;1,604 ;1,604 ;1,815 ;1,799 ;1,789 ;0,00017E+03;0,00029E+03;-0,00001E+03;0,28372E+03;0,28997E+03;0,29086E+03;241,220 ;240,677 ;240,392 ;NAN
602;2025/08/20;13:59:48;237;245,988 ;245,866 ;245,743 ;245,865 ;0,28464E+03;0,28702E+03;0,29116E+03;0,28761E+03;36,143E+03;36,792E+03;37,304E+03;110,239E+03;57,021 ;57,018 ;59,970E+03;60,219E+03;61,056E+03;181,244E+03;70,019E+03;70,569E+03;71,550E+03;212,138E+03;0,51619 ;0,52137 ;0,52137 ;0,51966 ;39,918 ;40,021 ;39,878 ;16,815 ;16,929 ;16,879 ;1,602 ;1,606 ;1,616 ;1,827 ;1,791 ;1,800 ;-0,00071E+03;-0,00018E+03;0,00031E+03;0,28090E+03;0,27940E+03;0,28434E+03;240,164 ;239,463 ;239,762 ;NAN
603;2025/08/20;13:59:48;736;245,965 ;245,825 ;245,692 ;245,827 ;0,28431E+03;0,28652E+03;0,28995E+03;0,28693E+03;36,218E+03;36,994E+03;37,322E+03;110,534E+03;57,021 ;57,008 ;59,822E+03;59,936E+03;60,679E+03;180,438E+03;69,931E+03;70,434E+03;71,239E+03;211,603E+03;0,51791 ;0,52523 ;0,52390 ;0,52236 ;39,568 ;40,225 ;39,875 ;16,528 ;16,801 ;17,064 ;1,594 ;1,596 ;1,606 ;1,806 ;1,772 ;1,778 ;0,00033E+03;0,00032E+03;-0,00056E+03;0,29013E+03;0,28699E+03;0,28704E+03;240,173 ;240,342 ;239,978 ;NAN
604;2025/08/20;13:59:49;238;245,806 ;245,695 ;245,571 ;245,691 ;0,28549E+03;0,28759E+03;0,29153E+03;0,28821E+03;36,565E+03;37,256E+03;37,665E+03;111,485E+03;57,017 ;57,022 ;59,897E+03;60,040E+03;60,883E+03;180,820E+03;70,176E+03;70,660E+03;71,592E+03;212,427E+03;0,52105 ;0,52725 ;0,52610 ;0,52482 ;39,751 ;39,956 ;39,842 ;16,586 ;16,562 ;16,853 ;1,604 ;1,619 ;1,605 ;1,820 ;1,770 ;1,767 ;-0,00007E+03;-0,00039E+03;0,00049E+03;0,28763E+03;0,29009E+03;0,29134E+03;240,706 ;240,146 ;239,747 ;NAN
605;2025/08/20;13:59:49;740;246,132 ;245,999 ;245,891 ;246,007 ;0,28829E+03;0,29061E+03;0,29449E+03;0,29113E+03;36,806E+03;37,535E+03;37,976E+03;112,317E+03;57,023 ;57,025 ;60,666E+03;60,842E+03;61,655E+03;183,162E+03;70,958E+03;71,489E+03;72,412E+03;214,858E+03;0,51870 ;0,52505 ;0,52444 ;0,52275 ;39,696 ;39,728 ;39,049 ;16,887 ;16,502 ;16,822 ;1,599 ;1,595 ;1,617 ;1,789 ;1,772 ;1,775 ;-0,00057E+03;-0,00033E+03;-0,00001E+03;0,28507E+03;0,28916E+03;0,29057E+03;240,075 ;239,302 ;239,413 ;NAN
606;2025/08/20;13:59:50;238;245,971 ;245,847 ;245,730 ;245,849 ;0,28754E+03;0,28940E+03;0,29343E+03;0,29012E+03;37,214E+03;37,886E+03;38,269E+03;113,369E+03;57,017 ;57,019 ;60,144E+03;60,222E+03;61,112E+03;181,477E+03;70,726E+03;71,148E+03;72,105E+03;213,979E+03;0,52617 ;0,53250 ;0,53074 ;0,52981 ;39,901 ;39,928 ;39,804 ;16,475 ;16,799 ;16,777 ;1,607 ;1,600 ;1,606 ;1,803 ;1,793 ;1,797 ;0,00052E+03;0,00014E+03;-0,00007E+03;0,28698E+03;0,28313E+03;0,28637E+03;239,872 ;240,095 ;239,432 ;NAN
607;2025/08/20;13:59:50;737;245,736 ;245,622 ;245,498 ;245,618 ;0,28862E+03;0,29057E+03;0,29470E+03;0,29130E+03;37,334E+03;37,993E+03;38,419E+03;113,745E+03;57,023 ;57,017 ;60,302E+03;60,418E+03;61,305E+03;182,025E+03;70,924E+03;71,370E+03;72,348E+03;214,642E+03;0,52639 ;0,53233 ;0,53102 ;0,52993 ;39,638 ;39,869 ;40,035 ;16,718 ;16,950 ;16,861 ;1,592 ;1,606 ;1,604 ;1,793 ;1,789 ;1,796 ;0,00030E+03;0,00038E+03;-0,00005E+03;0,28605E+03;0,28122E+03;0,28768E+03;239,670 ;239,181 ;238,645 ;NAN
608;2025/08/20;13:59:51;237;245,413 ;245,246 ;245,149 ;245,269 ;0,28635E+03;0,28838E+03;0,29173E+03;0,28882E+03;37,172E+03;37,974E+03;38,258E+03;113,404E+03;57,022 ;57,031 ;59,638E+03;59,666E+03;60,423E+03;179,726E+03;70,274E+03;70,725E+03;71,516E+03;212,515E+03;0,52895 ;0,53692 ;0,53496 ;0,53363 ;39,743 ;39,736 ;39,744 ;16,472 ;16,744 ;17,175 ;1,596 ;1,602 ;1,595 ;1,795 ;1,787 ;1,795 ;-0,00061E+03;-0,00018E+03;0,00011E+03;0,28922E+03;0,28892E+03;0,28743E+03;239,974 ;239,478 ;238,814 ;NAN
609;2025/08/20;13:59:51;737;245,776 ;245,680 ;245,563 ;245,673 ;0,29032E+03;0,29304E+03;0,29666E+03;0,29334E+03;37,656E+03;38,470E+03;38,918E+03;115,044E+03;57,017 ;57,037 ;60,608E+03;60,855E+03;61,581E+03;183,044E+03;71,353E+03;71,995E+03;72,847E+03;216,196E+03;0,52774 ;0,53434 ;0,53424 ;0,53213 ;39,742 ;39,902 ;39,390 ;16,865 ;16,479 ;16,737 ;1,601 ;1,591 ;1,606 ;1,775 ;1,761 ;1,767 ;0,00049E+03;0,00008E+03;-0,00000E+03;0,28915E+03;0,29840E+03;0,29633E+03;239,913 ;239,448 ;239,798 ;NAN
610;2025/08/20;13:59:52;237;244,669 ;244,550 ;244,421 ;244,547 ;0,29309E+03;0,29563E+03;0,29921E+03;0,29597E+03;39,612E+03;40,424E+03;40,859E+03;120,895E+03;57,001 ;57,000 ;59,776E+03;59,938E+03;60,655E+03;180,368E+03;71,710E+03;72,295E+03;73,133E+03;217,138E+03;0,55240 ;0,55914 ;0,55869 ;0,55676 ;39,436 ;39,780 ;40,191 ;16,966 ;16,736 ;16,949 ;1,607 ;1,600 ;1,594 ;1,795 ;1,779 ;1,783 ;0,00000E+03;-0,00022E+03;-0,00063E+03;0,28395E+03;0,28997E+03;0,28780E+03;239,194 ;238,975 ;238,991 ;NAN
611;2025/08/20;13:59:52;736;244,497 ;244,386 ;244,262 ;244,382 ;0,29437E+03;0,29630E+03;0,30067E+03;0,29711E+03;40,061E+03;40,706E+03;41,186E+03;121,953E+03;57,010 ;57,012 ;59,792E+03;59,885E+03;60,809E+03;180,486E+03;71,972E+03;72,410E+03;73,443E+03;217,826E+03;0,55662 ;0,56216 ;0,56078 ;0,55987 ;39,749 ;39,365 ;38,854 ;16,790 ;16,484 ;16,622 ;1,608 ;1,609 ;1,601 ;1,779 ;1,760 ;1,762 ;-0,00031E+03;-0,00034E+03;0,00009E+03;0,29553E+03;0,30231E+03;0,30620E+03;238,777 ;239,879 ;239,089 ;NAN
612;2025/08/20;13:59:53;236;244,631 ;244,553 ;244,428 ;244,537 ;0,29508E+03;0,29784E+03;0,30217E+03;0,29836E+03;39,976E+03;40,679E+03;41,301E+03;121,956E+03;57,022 ;57,029 ;60,105E+03;60,420E+03;61,232E+03;181,756E+03;72,185E+03;72,838E+03;73,859E+03;218,881E+03;0,55380 ;0,55849 ;0,55918 ;0,55718 ;39,302 ;39,626 ;39,771 ;16,595 ;16,342 ;16,665 ;1,591 ;1,621 ;1,609 ;1,781 ;1,775 ;1,757 ;0,00019E+03;0,00021E+03;0,00000E+03;0,30281E+03;0,30655E+03;0,30850E+03;239,540 ;238,476 ;238,869 ;NAN
613;2025/08/20;13:59:53;737;244,990 ;244,862 ;244,735 ;244,862 ;0,29705E+03;0,29901E+03;0,30361E+03;0,29989E+03;39,696E+03;40,295E+03;40,817E+03;120,807E+03;57,032 ;57,024 ;60,995E+03;61,130E+03;62,088E+03;184,212E+03;72,774E+03;73,216E+03;74,303E+03;220,293E+03;0,54546 ;0,55036 ;0,54932 ;0,54839 ;39,854 ;39,320 ;39,983 ;16,496 ;16,667 ;16,698 ;1,595 ;1,597 ;1,599 ;1,764 ;1,751 ;1,767 ;0,00000E+03;0,00014E+03;0,00009E+03;0,29863E+03;0,29785E+03;0,30179E+03;238,483 ;238,364 ;238,330 ;NAN
614;2025/08/20;13:59:54;237;244,695 ;244,585 ;244,471 ;244,584 ;0,29347E+03;0,29599E+03;0,29987E+03;0,29645E+03;39,214E+03;39,969E+03;40,454E+03;119,636E+03;57,034 ;57,033 ;60,160E+03;60,361E+03;61,139E+03;181,660E+03;71,812E+03;72,395E+03;73,311E+03;217,517E+03;0,54606 ;0,55210 ;0,55181 ;0,55001 ;39,382 ;39,833 ;40,056 ;16,582 ;16,485 ;16,982 ;1,596 ;1,606 ;1,612 ;1,788 ;1,754 ;1,753 ;-0,00073E+03;-0,00021E+03;0,00038E+03;0,29454E+03;0,29967E+03;0,29351E+03;239,349 ;239,502 ;238,988 ;NAN
615;2025/08/20;13:59:54;738;245,033 ;244,914 ;244,797 ;244,914 ;0,29268E+03;0,29451E+03;0,29926E+03;0,29548E+03;38,919E+03;39,472E+03;40,018E+03;118,409E+03;57,031 ;57,031 ;60,238E+03;60,371E+03;61,362E+03;181,971E+03;71,717E+03;72,130E+03;73,258E+03;217,104E+03;0,54267 ;0,54723 ;0,54626 ;0,54540 ;39,531 ;39,181 ;39,427 ;16,553 ;16,548 ;16,742 ;1,605 ;1,606 ;1,599 ;1,780 ;1,771 ;1,779 ;0,00048E+03;-0,00024E+03;-0,00042E+03;0,29920E+03;0,30037E+03;0,30298E+03;239,007 ;239,999 ;239,059 ;NAN
616;2025/08/20;13:59:55;236;245,341 ;245,217 ;245,110 ;245,223 ;0,29485E+03;0,29716E+03;0,30155E+03;0,29785E+03;38,567E+03;39,225E+03;39,772E+03;117,565E+03;57,040 ;57,035 ;61,200E+03;61,409E+03;62,300E+03;184,910E+03;72,339E+03;72,868E+03;73,913E+03;219,120E+03;0,53314 ;0,53831 ;0,53810 ;0,53653 ;39,581 ;39,863 ;39,611 ;16,557 ;16,585 ;16,969 ;1,613 ;1,606 ;1,606 ;1,788 ;1,788 ;1,773 ;0,00040E+03;0,00020E+03;-0,00005E+03;0,29216E+03;0,29630E+03;0,29117E+03;239,017 ;239,487 ;238,225 ;NAN
617;2025/08/20;13:59:55;737;245,108 ;244,973 ;244,837 ;244,972 ;0,28973E+03;0,29218E+03;0,29617E+03;0,29269E+03;38,047E+03;38,746E+03;39,242E+03;116,034E+03;57,031 ;57,020 ;59,964E+03;60,182E+03;60,978E+03;181,124E+03;71,016E+03;71,576E+03;72,513E+03;215,105E+03;0,53575 ;0,54133 ;0,54116 ;0,53943 ;39,628 ;39,868 ;39,928 ;16,708 ;16,691 ;16,755 ;1,599 ;1,604 ;1,605 ;1,793 ;1,782 ;1,792 ;0,00061E+03;-0,00005E+03;0,00029E+03;0,29017E+03;0,29268E+03;0,29514E+03;239,890 ;239,492 ;239,206 ;NAN
618;2025/08/20;13:59:56;236;245,344 ;245,233 ;245,135 ;245,237 ;0,28807E+03;0,29049E+03;0,29403E+03;0,29087E+03;37,600E+03;38,403E+03;38,793E+03;114,795E+03;57,033 ;57,046 ;59,845E+03;60,001E+03;60,748E+03;180,594E+03;70,677E+03;71,238E+03;72,078E+03;213,993E+03;0,53200 ;0,53907 ;0,53821 ;0,53644 ;40,124 ;39,862 ;39,674 ;16,547 ;16,461 ;16,977 ;1,598 ;1,598 ;1,620 ;1,844 ;1,807 ;1,800 ;0,00050E+03;-0,00046E+03;-0,00025E+03;0,29911E+03;0,30440E+03;0,29644E+03;239,981 ;240,476 ;240,121 ;NAN
619;2025/08/20;13:59:56;739;245,574 ;245,439 ;245,329 ;245,447 ;0,29122E+03;0,29288E+03;0,29766E+03;0,29392E+03;37,834E+03;38,362E+03;38,880E+03;115,076E+03;57,027 ;57,029 ;60,688E+03;60,792E+03;61,815E+03;183,295E+03;71,515E+03;71,884E+03;73,026E+03;216,425E+03;0,52903 ;0,53367 ;0,53242 ;0,53171 ;39,727 ;39,605 ;39,597 ;16,771 ;16,574 ;16,788 ;1,612 ;1,595 ;1,600 ;1,808 ;1,786 ;1,788 ;0,00041E+03;-0,00006E+03;-0,00008E+03;0,29112E+03;0,29406E+03;0,29638E+03;239,065 ;239,177 ;238,897 ;NAN
620;2025/08/20;13:59:57;238;245,388 ;245,251 ;245,156 ;245,265 ;0,29113E+03;0,29299E+03;0,29755E+03;0,29389E+03;37,944E+03;38,527E+03;39,039E+03;115,510E+03;57,029 ;57,030 ;60,529E+03;60,655E+03;61,622E+03;182,806E+03;71,439E+03;71,856E+03;72,947E+03;216,242E+03;0,53114 ;0,53616 ;0,53517 ;0,53417 ;39,866 ;40,096 ;39,835 ;16,716 ;16,650 ;17,137 ;1,592 ;1,602 ;1,607 ;1,799 ;1,791 ;1,767 ;-0,00004E+03;-0,00000E+03;0,00066E+03;0,28492E+03;0,29125E+03;0,28426E+03;238,993 ;238,980 ;238,648 ;NAN
621;2025/08/20;13:59:57;739;245,193 ;245,065 ;244,937 ;245,065 ;0,28878E+03;0,29075E+03;0,29451E+03;0,29135E+03;37,876E+03;38,606E+03;38,941E+03;115,423E+03;57,022 ;57,024 ;59,826E+03;59,887E+03;60,722E+03;180,435E+03;70,808E+03;71,252E+03;72,136E+03;214,196E+03;0,53492 ;0,54182 ;0,53983 ;0,53887 ;39,692 ;39,880 ;39,656 ;16,901 ;16,619 ;17,240 ;1,621 ;1,600 ;1,591 ;1,773 ;1,767 ;1,773 ;0,00070E+03;0,00057E+03;-0,00063E+03;0,28822E+03;0,29230E+03;0,28996E+03;239,488 ;239,520 ;239,532 ;NAN
622;2025/08/20;13:59:58;238;245,335 ;245,265 ;245,140 ;245,247 ;0,29054E+03;0,29242E+03;0,29696E+03;0,29331E+03;38,041E+03;38,643E+03;39,132E+03;115,817E+03;57,025 ;57,032 ;60,279E+03;60,420E+03;61,384E+03;182,083E+03;71,278E+03;71,721E+03;72,796E+03;215,796E+03;0,53369 ;0,53880 ;0,53756 ;0,53669 ;39,735 ;39,810 ;39,890 ;16,813 ;16,397 ;16,728 ;1,600 ;1,598 ;1,602 ;1,800 ;1,778 ;1,765 ;-0,00034E+03;-0,00104E+03;0,00023E+03;0,28735E+03;0,29672E+03;0,29327E+03;239,356 ;239,440 ;239,360 ;NAN
623;2025/08/20;13:59:58;737;244,933 ;244,812 ;244,699 ;244,815 ;0,29316E+03;0,29604E+03;0,29999E+03;0,29640E+03;39,130E+03;39,887E+03;40,456E+03;119,473E+03;57,009 ;57,013 ;60,206E+03;60,510E+03;61,253E+03;181,969E+03;71,805E+03;72,474E+03;73,407E+03;217,686E+03;0,54495 ;0,55036 ;0,55112 ;0,54883 ;39,852 ;39,780 ;39,749 ;16,847 ;16,693 ;17,018 ;1,614 ;1,596 ;1,601 ;1,766 ;1,758 ;1,748 ;0,00018E+03;0,00062E+03;-0,00003E+03;0,28479E+03;0,28830E+03;0,29014E+03;238,244 ;238,897 ;238,331 ;NAN
624;2025/08/20;13:59:59;236;244,672 ;244,582 ;244,452 ;244,569 ;0,29595E+03;0,29854E+03;0,30267E+03;0,29905E+03;40,181E+03;40,919E+03;41,464E+03;122,565E+03;57,010 ;57,011 ;60,240E+03;60,475E+03;61,277E+03;181,991E+03;72,411E+03;73,018E+03;73,987E+03;219,416E+03;0,55491 ;0,56040 ;0,56042 ;0,55860 ;39,845 ;39,640 ;39,729 ;16,541 ;16,596 ;16,879 ;1,600 ;1,601 ;1,599 ;1,760 ;1,744 ;1,752 ;-0,00026E+03;-0,00072E+03;0,00030E+03;0,29196E+03;0,29701E+03;0,29625E+03;239,075 ;238,833 ;238,368 ;NAN
625;2025/08/20;13:59:59;738;244,502 ;244,358 ;244,231 ;244,363 ;0,29808E+03;0,30004E+03;0,30413E+03;0,30075E+03;40,528E+03;41,223E+03;41,652E+03;123,403E+03;57,019 ;57,011 ;60,575E+03;60,629E+03;61,500E+03;182,704E+03;72,882E+03;73,316E+03;74,278E+03;220,476E+03;0,55607 ;0,56227 ;0,56076 ;0,55971 ;39,150 ;39,425 ;39,447 ;16,911 ;16,866 ;16,639 ;1,602 ;1,609 ;1,601 ;1,794 ;1,771 ;1,759 ;-0,00131E+03;0,00071E+03;-0,00056E+03;0,28885E+03;0,29382E+03;0,30093E+03;238,009 ;238,164 ;237,866 ;NAN
626;2025/08/20;14:00:00;238;244,375 ;244,253 ;244,157 ;244,262 ;0,29505E+03;0,29729E+03;0,30171E+03;0,29802E+03;40,383E+03;41,033E+03;41,602E+03;123,018E+03;57,022 ;57,027 ;59,733E+03;59,909E+03;60,793E+03;180,435E+03;72,103E+03;72,614E+03;73,665E+03;218,381E+03;0,56008 ;0,56508 ;0,56474 ;0,56332 ;39,513 ;39,572 ;39,719 ;16,638 ;16,324 ;16,778 ;1,595 ;1,598 ;1,598 ;1,751 ;1,764 ;1,752 ;0,00039E+03;-0,00036E+03;0,00023E+03;0,29747E+03;0,30747E+03;0,30494E+03;239,460 ;239,324 ;239,262 ;NAN
627;2025/08/20;14:00:00;737;245,181 ;245,002 ;244,914 ;245,032 ;0,29881E+03;0,29985E+03;0,30502E+03;0,30122E+03;39,727E+03;40,181E+03;40,663E+03;120,571E+03;57,042 ;57,036 ;61,555E+03;61,501E+03;62,666E+03;185,722E+03;73,261E+03;73,464E+03;74,703E+03;221,428E+03;0,54227 ;0,54695 ;0,54433 ;0,54452 ;39,707 ;39,256 ;39,727 ;16,982 ;16,337 ;16,504 ;1,599 ;1,592 ;1,607 ;1,788 ;1,765 ;1,762 ;0,00025E+03;-0,00047E+03;-0,00039E+03;0,29265E+03;0,30488E+03;0,30913E+03;237,952 ;238,409 ;237,840 ;NAN
628;2025/08/20;14:00:01;236;244,866 ;244,732 ;244,617 ;244,739 ;0,29375E+03;0,29662E+03;0,30010E+03;0,29683E+03;39,064E+03;39,914E+03;40,376E+03;119,354E+03;57,036 ;57,035 ;60,399E+03;60,634E+03;61,309E+03;182,342E+03;71,931E+03;72,592E+03;73,410E+03;217,933E+03;0,54307 ;0,54984 ;0,55001 ;0,54767 ;39,326 ;39,906 ;39,882 ;16,787 ;16,542 ;17,036 ;1,614 ;1,604 ;1,598 ;1,787 ;1,764 ;1,776 ;-0,00107E+03;0,00049E+03;0,00001E+03;0,28597E+03;0,29463E+03;0,29083E+03;239,034 ;238,375 ;238,693 ;NAN
629;2025/08/20;14:00:01;738;244,822 ;244,651 ;244,556 ;244,677 ;0,29198E+03;0,29317E+03;0,29786E+03;0,29433E+03;39,057E+03;39,582E+03;40,012E+03;118,651E+03;57,028 ;57,025 ;59,869E+03;59,813E+03;60,869E+03;180,551E+03;71,483E+03;71,724E+03;72,842E+03;216,049E+03;0,54639 ;0,55186 ;0,54930 ;0,54919 ;39,661 ;39,311 ;39,462 ;16,791 ;16,717 ;16,460 ;1,589 ;1,609 ;1,604 ;1,769 ;1,767 ;1,758 ;0,00007E+03;-0,00026E+03;0,00025E+03;0,29286E+03;0,29501E+03;0,30530E+03;239,718 ;239,704 ;239,547 ;NAN
630;2025/08/20;14:00:02;235;245,352 ;245,178 ;245,066 ;245,199 ;0,29330E+03;0,29493E+03;0,29931E+03;0,29585E+03;38,486E+03;39,092E+03;39,523E+03;117,101E+03;57,040 ;57,022 ;60,806E+03;60,832E+03;61,793E+03;183,431E+03;71,962E+03;72,310E+03;73,352E+03;217,624E+03;0,53481 ;0,54061 ;0,53882 ;0,53809 ;39,672 ;39,911 ;39,783 ;16,528 ;16,539 ;16,810 ;1,600 ;1,595 ;1,591 ;1,771 ;1,775 ;1,774 ;0,00014E+03;-0,00019E+03;0,00015E+03;0,29504E+03;0,30002E+03;0,29937E+03;239,417 ;239,666 ;238,128 ;NAN
631;2025/08/20;14:00:02;737;246,289 ;246,144 ;246,020 ;246,151 ;0,28669E+03;0,28915E+03;0,29307E+03;0,28963E+03;35,255E+03;35,955E+03;36,420E+03;107,630E+03;57,068 ;57,055 ;61,176E+03;61,423E+03;62,227E+03;184,825E+03;70,608E+03;71,172E+03;72,101E+03;213,881E+03;0,49931 ;0,50518 ;0,50512 ;0,50322 ;39,928 ;39,904 ;39,619 ;17,192 ;16,537 ;16,906 ;1,616 ;1,608 ;1,599 ;1,828 ;1,806 ;1,816 ;-0,00009E+03;0,00029E+03;-0,00051E+03;0,27922E+03;0,29039E+03;0,29034E+03;239,340 ;239,465 ;238,888 ;NAN
632;2025/08/20;14:00:03;236;246,163 ;246,027 ;245,890 ;246,027 ;0,28327E+03;0,28491E+03;0,28943E+03;0,28587E+03;35,578E+03;36,113E+03;36,564E+03;108,255E+03;57,030 ;57,017 ;59,971E+03;60,078E+03;61,057E+03;181,106E+03;69,730E+03;70,096E+03;71,168E+03;210,995E+03;0,51022 ;0,51519 ;0,51377 ;0,51307 ;39,959 ;39,517 ;39,710 ;16,932 ;16,836 ;16,487 ;1,614 ;1,606 ;1,600 ;1,827 ;1,811 ;1,805 ;0,00055E+03;-0,00004E+03;0,00023E+03;0,27954E+03;0,28030E+03;0,29163E+03;239,815 ;240,574 ;240,661 ;NAN
633;2025/08/20;14:00:03;736;246,472 ;246,404 ;246,260 ;246,378 ;0,28023E+03;0,28262E+03;0,28653E+03;0,28313E+03;34,446E+03;35,130E+03;35,577E+03;105,153E+03;57,040 ;57,039 ;59,867E+03;60,127E+03;60,935E+03;180,929E+03;69,070E+03;69,638E+03;70,560E+03;209,268E+03;0,49871 ;0,50447 ;0,50421 ;0,50248 ;39,850 ;39,971 ;39,951 ;16,559 ;16,644 ;16,769 ;1,598 ;1,601 ;1,607 ;1,834 ;1,824 ;1,824 ;0,00026E+03;-0,00004E+03;0,00036E+03;0,28759E+03;0,29061E+03;0,29455E+03;240,319 ;240,873 ;240,518 ;NAN
634;2025/08/20;14:00:04;237;246,637 ;246,542 ;246,426 ;246,535 ;0,28071E+03;0,28274E+03;0,28719E+03;0,28355E+03;34,263E+03;34,834E+03;35,337E+03;104,434E+03;57,029 ;57,029 ;60,160E+03;60,380E+03;61,317E+03;181,858E+03;69,233E+03;69,708E+03;70,771E+03;209,712E+03;0,49490 ;0,49971 ;0,49931 ;0,49799 ;39,910 ;39,016 ;40,109 ;16,942 ;16,988 ;16,535 ;1,599 ;1,597 ;1,592 ;1,826 ;1,800 ;1,797 ;-0,00047E+03;0,00004E+03;0,00045E+03;0,27818E+03;0,27743E+03;0,29044E+03;241,058 ;240,605 ;239,800 ;NAN
635;2025/08/20;14:00:04;737;246,380 ;246,235 ;246,122 ;246,245 ;0,27971E+03;0,28168E+03;0,28552E+03;0,28230E+03;34,517E+03;35,189E+03;35,558E+03;105,264E+03;57,021 ;57,014 ;59,647E+03;59,771E+03;60,611E+03;180,029E+03;68,915E+03;69,360E+03;70,272E+03;208,546E+03;0,50087 ;0,50734 ;0,50601 ;0,50475 ;39,291 ;39,821 ;39,955 ;16,612 ;16,670 ;16,934 ;1,599 ;1,613 ;1,614 ;1,822 ;1,798 ;1,792 ;-0,00015E+03;0,00002E+03;-0,00109E+03;0,28302E+03;0,28535E+03;0,28585E+03;240,865 ;240,283 ;240,177 ;NAN
636;2025/08/20;14:00:05;237;246,525 ;246,413 ;246,287 ;246,408 ;0,28165E+03;0,28397E+03;0,28751E+03;0,28438E+03;34,434E+03;35,199E+03;35,567E+03;105,200E+03;57,023 ;57,030 ;60,294E+03;60,477E+03;61,229E+03;182,000E+03;69,433E+03;69,975E+03;70,810E+03;210,219E+03;0,49592 ;0,50303 ;0,50229 ;0,50043 ;40,013 ;39,920 ;39,894 ;17,121 ;16,620 ;17,010 ;1,600 ;1,600 ;1,604 ;1,834 ;1,831 ;1,824 ;0,00072E+03;-0,00063E+03;0,00076E+03;0,27424E+03;0,28475E+03;0,28504E+03;239,897 ;240,144 ;239,913 ;NAN
637;2025/08/20;14:00:05;737;246,374 ;246,226 ;246,122 ;246,241 ;0,27992E+03;0,28207E+03;0,28593E+03;0,28264E+03;34,504E+03;35,176E+03;35,586E+03;105,267E+03;57,021 ;57,021 ;59,712E+03;59,887E+03;60,712E+03;180,311E+03;68,964E+03;69,454E+03;70,373E+03;208,791E+03;0,50032 ;0,50647 ;0,50568 ;0,50417 ;40,304 ;39,918 ;39,963 ;17,196 ;17,020 ;16,613 ;1,613 ;1,596 ;1,613 ;1,820 ;1,822 ;1,804 ;-0,00083E+03;0,00055E+03;-0,00034E+03;0,27314E+03;0,27619E+03;0,28703E+03;239,674 ;240,501 ;240,493 ;NAN
638;2025/08/20;14:00:06;237;246,381 ;246,257 ;246,120 ;246,252 ;0,27990E+03;0,28204E+03;0,28575E+03;0,28256E+03;34,546E+03;35,247E+03;35,617E+03;105,409E+03;57,018 ;57,012 ;59,685E+03;59,845E+03;60,642E+03;180,172E+03;68,962E+03;69,453E+03;70,328E+03;208,743E+03;0,50094 ;0,50749 ;0,50644 ;0,50497 ;40,055 ;39,833 ;40,066 ;16,639 ;16,929 ;16,779 ;1,604 ;1,606 ;1,602 ;1,812 ;1,803 ;1,798 ;0,00017E+03;-0,00020E+03;0,00053E+03;0,28166E+03;0,28256E+03;0,28828E+03;240,583 ;241,124 ;240,522 ;NAN
639;2025/08/20;14:00:06;736;246,432 ;246,305 ;246,179 ;246,305 ;0,28078E+03;0,28254E+03;0,28594E+03;0,28309E+03;34,466E+03;35,222E+03;35,431E+03;105,119E+03;57,025 ;57,021 ;59,999E+03;60,020E+03;60,827E+03;180,846E+03;69,194E+03;69,592E+03;70,393E+03;209,179E+03;0,49811 ;0,50612 ;0,50333 ;0,50253 ;39,383 ;39,951 ;39,735 ;16,534 ;16,849 ;17,019 ;1,604 ;1,592 ;1,595 ;1,821 ;1,807 ;1,814 ;0,00104E+03;-0,00024E+03;-0,00070E+03;0,28186E+03;0,28269E+03;0,28300E+03;240,609 ;239,828 ;240,034 ;NAN
640;2025/08/20;14:00:07;236;245,911 ;245,858 ;245,758 ;245,842 ;0,28263E+03;0,28453E+03;0,28834E+03;0,28516E+03;35,912E+03;36,626E+03;36,968E+03;109,506E+03;56,994 ;57,037 ;59,504E+03;59,598E+03;60,455E+03;179,556E+03;69,501E+03;69,953E+03;70,862E+03;210,315E+03;0,51672 ;0,52358 ;0,52169 ;0,52068 ;39,935 ;39,910 ;39,881 ;17,062 ;16,607 ;16,806 ;1,615 ;1,594 ;1,603 ;1,818 ;1,794 ;1,789 ;-0,00115E+03;0,00033E+03;-0,00066E+03;0,27528E+03;0,28445E+03;0,28740E+03;239,638 ;240,136 ;239,720 ;NAN
